,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,1999-09-27,0.0,0.0,0.0
1,2000-02-09,0.05,-0.02,-0.03
2,2000-04-13,0.12,-0.06,-0.06
3,2001-03-24,-0.13,0.08,0.05
4,2002-01-22,0.06,-0.03,-0.04
5,2005-02-23,-0.01,-0.01,0.02
6,2006-12-11,1.66,-1.59,-0.07
7,2009-01-24,-1.3,1.64,-0.35
8,2010-02-12,0.05,-0.07,0.02
9,2011-03-12,-0.35,0.04,0.31
10,2011-08-19,0.06,-0.04,-0.02
11,2011-09-04,-0.14,0.0,0.14
12,2013-10-02,0.59,-0.67,0.08
13,2014-02-23,-0.7,0.67,0.03
14,2014-03-27,0.56,-0.62,0.06
15,2014-04-05,-0.55,0.65,-0.1
16,2014-05-30,0.16,-0.26,0.09
17,2015-05-10,0.17,-0.19,0.01
18,2015-10-24,-0.26,0.38,-0.12
19,2015-12-20,0.97,-0.82,-0.15
20,2016-03-25,-0.97,0.73,0.23
21,2016-08-16,0.31,-0.35,0.04
22,2016-09-08,-0.42,0.43,-0.0
23,2016-10-10,0.7,-0.58,-0.11
24,2016-11-20,-0.34,0.27,0.07
25,2017-04-20,0.18,-0.06,-0.12
26,2018-09-07,0.07,-0.21,0.14
27,2018-10-09,-0.48,0.46,0.01
28,2019-01-24,2.64,-2.4,-0.24
29,2019-03-05,-1.44,1.52,-0.08
30,2019-03-13,2.64,-2.73,0.08
31,2019-04-12,-3.49,3.31,0.18
32,2019-04-26,-0.23,0.26,-0.03
33,2019-04-29,13.82,-13.86,0.04
34,2019-05-12,-13.79,13.85,-0.07
35,2019-05-17,3.82,-3.89,0.07
36,2019-07-31,-2.38,2.33,0.05
37,2019-10-26,0.43,-0.37,-0.06
38,2020-01-19,-0.59,0.91,-0.31
39,2020-01-24,-0.59,0.6,-0.01
40,2020-01-29,0.57,-0.59,0.02
41,2020-02-23,-0.01,0.14,-0.13
42,2020-02-24,-1.23,1.11,0.12
43,2020-03-14,0.73,-0.75,0.02
44,2020-03-29,0.34,-0.6,0.27
45,2020-04-21,0.53,-0.61,0.08
46,2020-05-18,-0.3,0.32,-0.03
47,2020-07-07,18.64,-18.67,0.03
48,2020-08-29,-16.89,16.83,0.06
49,2020-09-03,-2.04,2.1,-0.06
50,2020-09-19,-1.35,1.38,-0.04
51,2020-10-03,48.55,-48.53,-0.02
52,2020-11-14,-46.49,46.55,-0.05
53,2021-01-23,0.19,0.15,-0.34
54,2021-02-12,-0.77,0.73,0.05
55,2021-02-19,-0.69,0.7,-0.0
56,2021-03-22,0.09,-0.38,0.29
57,2021-03-24,0.86,-0.85,-0.01
58,2021-04-13,11.86,-11.99,0.13
59,2021-05-01,-12.54,12.61,-0.06
60,2021-05-18,2.58,-2.61,0.03
61,2021-05-31,-3.41,3.39,0.01
62,2021-08-09,3.0,-3.0,-0.0
63,2021-10-01,-2.35,2.45,-0.1
64,2021-10-18,42.28,-42.34,0.06
65,2021-10-25,-42.63,42.62,0.01
66,2021-12-09,1.06,-1.03,-0.03
67,2022-02-14,-1.32,1.35,-0.03
68,2022-02-17,2.56,-2.66,0.1
69,2022-03-22,-0.63,0.65,-0.03
70,2022-06-10,-1.57,1.55,0.02
71,2022-08-01,10.77,-10.62,-0.15
72,2022-12-04,-9.79,9.7,0.09
73,2022-12-19,-0.78,0.8,-0.02
74,2023-03-07,27.27,-27.33,0.06
75,2023-03-24,-27.46,27.39,0.07
76,2023-06-10,0.4,-0.34,-0.06
77,2023-07-26,-0.47,0.58,-0.11
78,2023-08-11,4.43,-4.43,0.0
79,2023-08-28,-4.17,4.13,0.04
80,2023-09-18,-0.23,0.19,0.04
81,2023-09-20,3.37,-3.33,-0.04
82,2023-10-05,-1.87,1.87,0.0
83,2023-10-14,-2.05,2.04,0.01
84,2023-10-15,1.82,-1.84,0.03
85,2024-03-30,-1.78,1.86,-0.08
86,2024-04-22,2.88,-2.63,-0.24
87,2024-04-23,-2.86,2.61,0.25
88,2024-04-27,2.17,-2.25,0.08
89,2024-05-01,-1.97,2.05,-0.08
90,2024-05-07,0.71,-0.79,0.08
91,2024-05-10,-0.26,0.24,0.02
92,2024-06-02,-0.31,0.46,-0.15
93,2024-09-04,1.53,-1.68,0.15
94,2024-09-27,0.95,-0.93,-0.02
95,2024-11-28,-1.45,1.53,-0.08
96,2024-12-03,-1.27,1.24,0.03
