,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,1999-12-30,0.0,0.0,0.0
1,2001-12-19,1.34,-1.35,0.01
2,2007-01-26,-0.87,0.86,0.0
3,2011-01-21,0.77,-0.74,-0.03
4,2014-10-12,1.4,-1.43,0.04
5,2014-10-28,0.25,-0.28,0.03
6,2016-04-08,-1.69,1.72,-0.04
7,2018-03-29,-0.85,0.85,0.0
8,2018-08-04,1.18,-1.23,0.05
9,2018-09-21,-1.2,1.26,-0.05
10,2018-11-08,0.11,-0.16,0.05
11,2018-12-23,12.21,-12.2,-0.0
12,2018-12-28,-9.42,9.41,0.0
13,2019-01-27,-1.6,1.58,0.01
14,2019-02-06,0.43,-0.33,-0.1
15,2019-02-19,-1.82,1.73,0.08
16,2019-03-03,38.97,-38.97,0.0
17,2019-03-16,-38.03,38.03,-0.0
18,2019-04-02,-0.87,0.87,-0.0
19,2019-04-05,0.18,-0.18,0.0
20,2019-04-17,0.33,-0.33,0.0
21,2019-09-22,-0.18,0.2,-0.01
22,2019-10-17,-0.02,0.01,0.01
23,2019-11-06,23.43,-23.38,-0.05
24,2019-11-11,-23.76,23.71,0.05
25,2020-01-27,1.59,-1.6,0.01
26,2020-02-14,1.95,-1.94,-0.01
27,2020-02-19,-3.4,3.38,0.01
28,2020-04-03,0.72,-0.66,-0.05
29,2020-10-08,2.18,-2.22,0.04
30,2020-10-12,-2.93,2.97,-0.04
31,2020-11-02,0.6,-0.65,0.05
32,2020-11-05,0.81,-0.82,0.01
33,2020-12-25,35.78,-36.11,0.32
34,2021-01-11,-37.24,37.57,-0.33
35,2021-01-14,8.27,-8.26,-0.0
36,2021-01-29,-8.06,8.04,0.01
37,2021-01-31,5.23,-5.23,-0.0
38,2021-03-17,-2.97,2.98,-0.01
39,2021-07-28,0.48,-0.47,-0.01
40,2021-08-29,-0.98,0.98,0.0
41,2021-09-01,-1.8,1.8,0.0
42,2021-10-21,0.53,-0.53,0.0
43,2021-10-26,11.43,-11.43,0.0
44,2021-10-28,-11.19,11.19,0.01
45,2021-12-12,5.76,-5.76,0.0
46,2021-12-20,-6.75,6.74,0.0
47,2021-12-25,14.65,-14.65,-0.0
48,2022-01-27,-14.22,13.89,0.33
49,2022-02-15,-0.38,0.71,-0.33
50,2022-04-17,0.32,-0.63,0.31
51,2022-05-03,1.47,-1.13,-0.34
52,2022-09-16,0.13,-0.16,0.03
53,2022-09-23,-1.95,1.95,-0.0
54,2022-10-13,2.94,-2.94,0.0
55,2022-11-10,-2.71,2.71,0.0
56,2022-11-15,1.01,-1.02,0.01
57,2022-12-27,1.46,-1.45,-0.01
58,2022-12-29,-1.44,1.09,0.34
59,2022-12-30,7.54,-7.21,-0.33
60,2023-01-01,-8.11,8.11,0.0
61,2023-01-09,-0.5,0.51,-0.0
62,2023-01-14,1.87,-1.88,0.01
63,2023-02-10,0.73,-0.72,-0.01
64,2023-02-13,2.63,-2.64,0.01
65,2023-02-23,-2.47,2.47,0.0
66,2023-03-05,-2.93,2.92,0.01
67,2023-03-07,0.11,-0.11,-0.01
68,2023-03-30,1.35,-1.34,-0.01
69,2023-04-14,0.11,-0.12,0.0
70,2023-06-13,4.17,-4.17,0.0
71,2023-09-19,-3.98,3.98,-0.0
72,2023-09-23,-0.41,0.42,-0.01
73,2023-10-05,-0.03,0.02,0.01
74,2023-10-16,-1.23,1.24,-0.01
75,2023-10-29,0.92,-0.92,0.0
76,2023-11-02,-0.23,0.23,0.0
77,2023-11-05,-0.5,0.51,-0.0
78,2023-11-07,-0.09,0.08,0.01
79,2023-11-30,1.4,-1.39,-0.01
80,2023-12-17,1.2,-1.53,0.32
81,2023-12-27,-2.93,2.94,-0.0
82,2024-01-17,2.23,-2.21,-0.02
83,2024-02-15,-0.38,0.67,-0.29
84,2024-03-19,-1.02,1.01,0.01
85,2024-04-14,0.9,-0.86,-0.04
86,2024-04-28,0.45,-0.5,0.04
87,2024-08-26,0.69,-0.66,-0.03
88,2024-09-22,0.15,-0.17,0.02
89,2024-10-17,-2.74,2.75,-0.01
90,2024-11-04,0.02,-0.03,0.01
91,2024-11-29,38.54,-38.54,0.0
92,2024-12-16,-37.44,37.07,0.36
93,2025-01-05,1.55,-1.54,-0.01
94,2025-01-15,-0.4,0.38,0.02
95,2025-02-02,5.27,-4.91,-0.37
96,2025-02-07,-1.88,1.88,0.0
97,2025-02-27,-5.87,5.87,0.0
98,2025-03-04,3.37,-3.37,0.0
99,2025-08-23,-2.55,2.61,-0.06
